account,date,n_trades,total_pnl,avg_trade_size_usd,total_volume_usd,n_unique_coins,n_closes,win_rate,n_opens,long_ratio,classification,sentiment_side,strategy1_flag
0xbaaaf6571ab7d571043ff1e313a9609a10637864,2025-04-04,318,9367.872074,2198.7353773584905,699197.85,1,218.0,0.9908256880733946,100.0,1.0,Fear,Fear,Crowded Long - Reduce Exposure
0xbaaaf6571ab7d571043ff1e313a9609a10637864,2025-04-06,499,1026.735896,2739.437655310621,1366979.39,1,172.0,1.0,327.0,1.0,Fear,Fear,Crowded Long - Reduce Exposure
0xbaaaf6571ab7d571043ff1e313a9609a10637864,2025-04-07,146,2378.877324,8733.045479452056,1275024.6400000001,2,47.0,1.0,98.0,1.0,Extreme Fear,Fear,Crowded Long - Reduce Exposure
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2025-02-28,59,67673.757678,8249.914915254238,486744.98,5,57.0,1.0,2.0,1.0,Extreme Fear,Fear,Crowded Long - Reduce Exposure
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2025-03-02,84,-2632.65866,12216.244880952381,1026164.57,3,14.0,0.0,70.0,1.0,Fear,Fear,Crowded Long - Reduce Exposure
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2025-03-03,136,57561.35367,8611.731764705883,1171195.52,5,125.0,0.896,11.0,1.0,Fear,Fear,Crowded Long - Reduce Exposure
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2025-03-04,2,0.0,86000.0,172000.0,1,,,2.0,1.0,Extreme Fear,Fear,Crowded Long - Reduce Exposure
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2025-03-12,57,-15387.62119,24693.342631578947,1407520.53,1,10.0,0.0,47.0,1.0,Fear,Fear,Crowded Long - Reduce Exposure
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2025-03-27,21,0.0,24814.283809523808,521099.95999999996,1,,,21.0,1.0,Fear,Fear,Crowded Long - Reduce Exposure
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2025-04-09,71,-36400.46439,5228.704647887324,371238.03,2,48.0,0.0,23.0,1.0,Extreme Fear,Fear,Crowded Long - Reduce Exposure
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2025-04-12,24,0.0,53073.62666666667,1273767.04,1,,,24.0,1.0,Fear,Fear,Crowded Long - Reduce Exposure
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2025-04-14,51,0.0,985.0413725490196,50237.11,2,,,51.0,0.9215686274509803,Fear,Fear,Crowded Long - Reduce Exposure
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-03-04,979,-4934.6700519999995,1496.3304392236976,1464907.5,2,499.0,0.7555110220440882,367.0,1.0,Extreme Fear,Fear,Crowded Long - Reduce Exposure
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-03-07,623,9142.064849,1885.9940930979135,1174974.32,2,354.0,0.8983050847457628,251.0,0.8605577689243028,Fear,Fear,Crowded Long - Reduce Exposure
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-03-09,178,805.6551000000001,1607.242191011236,286089.11,2,44.0,1.0,55.0,1.0,Fear,Fear,Crowded Long - Reduce Exposure
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-03-10,1428,9791.668235,1381.5543347338937,1972859.59,2,845.0,0.8603550295857988,544.0,1.0,Extreme Fear,Fear,Crowded Long - Reduce Exposure
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-03-16,97,5.068941999999993,1426.0048453608247,138322.47,1,13.0,0.8461538461538461,84.0,1.0,Fear,Fear,Crowded Long - Reduce Exposure
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-03-17,241,390.08642000000003,1349.2339834024897,325165.39,1,121.0,0.7355371900826446,120.0,1.0,Fear,Fear,Crowded Long - Reduce Exposure
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-03-18,266,1930.871511,1325.5640225563911,352600.03,1,142.0,0.5985915492957746,124.0,1.0,Fear,Fear,Crowded Long - Reduce Exposure
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-03-19,879,5253.432742,1873.024300341297,1646388.36,1,502.0,0.8545816733067729,377.0,0.8620689655172413,Fear,Fear,Crowded Long - Reduce Exposure
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-03-21,550,4866.15672,1152.8391272727274,634061.52,2,279.0,1.0,255.0,0.984313725490196,Fear,Fear,Crowded Long - Reduce Exposure
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-03-23,178,882.848973,972.4924719101124,173103.66,2,18.0,1.0,121.0,1.0,Fear,Fear,Crowded Long - Reduce Exposure
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-03-29,965,-3661.1103980000003,1381.2940414507773,1332948.75,2,462.0,0.6666666666666666,502.0,1.0,Fear,Fear,Crowded Long - Reduce Exposure
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-03-30,53,536.150767,1635.4145283018868,86676.97,1,26.0,1.0,27.0,1.0,Fear,Fear,Crowded Long - Reduce Exposure
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-03-31,81,41.27745400000002,809.165061728395,65542.37,2,79.0,0.7088607594936709,2.0,1.0,Fear,Fear,Crowded Long - Reduce Exposure
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-04-03,261,-3368.876326,1706.5415708812259,445407.35,2,69.0,0.0,186.0,1.0,Fear,Fear,Crowded Long - Reduce Exposure
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-04-04,326,-4513.160132,1419.9448159509202,462902.01,1,204.0,0.2549019607843137,122.0,1.0,Fear,Fear,Crowded Long - Reduce Exposure
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-04-05,90,1113.761229,1116.7745555555557,100509.71,1,27.0,1.0,63.0,1.0,Fear,Fear,Crowded Long - Reduce Exposure
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-04-06,114,1828.77716,2081.839298245614,237329.68,1,33.0,1.0,81.0,1.0,Fear,Fear,Crowded Long - Reduce Exposure
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-04-07,386,-9593.258137,1632.7632383419689,630246.61,1,234.0,0.08547008547008547,152.0,1.0,Extreme Fear,Fear,Crowded Long - Reduce Exposure
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-04-08,167,11735.32104,1521.912754491018,254159.43,1,125.0,1.0,42.0,1.0,Extreme Fear,Fear,Crowded Long - Reduce Exposure
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-04-09,134,2503.69251,1143.0998507462687,153175.38,2,107.0,0.7850467289719626,6.0,1.0,Extreme Fear,Fear,Crowded Long - Reduce Exposure
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-04-15,40,920.056063,2489.536,99581.44,2,25.0,1.0,15.0,1.0,Fear,Fear,Crowded Long - Reduce Exposure
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-04-16,286,1958.056487,1250.2118181818182,357560.58,2,159.0,0.4968553459119497,117.0,0.9316239316239316,Fear,Fear,Crowded Long - Reduce Exposure
